IDENTIFICADOR;DATA;DERIVATIVO;PARTICIPANTE;LONGCONTRACTS;LONG_;SHORTCONTRACTS;SHORT_;SALDO
31102011_Dollar_Institutional Investors;31/10/2011;Dollar;Institutional Investors;1287.0;14.18;3592.0;39.59;-2305.0
31102011_Dollar_Domestic;31/10/2011;Dollar;Domestic;1287.0;14.18;3592.0;39.59;-2305.0
31102011_Dollar_Nonresident Investors;31/10/2011;Dollar;Nonresident Investors;2946.0;32.47;631.0;6.95;2315.0
31102011_Dollar_Nonresident investors - RES.2689;31/10/2011;Dollar;Nonresident investors - RES.2689;2946.0;32.47;631.0;6.95;2315.0
31102011_Dollar_Corporations;31/10/2011;Dollar;Corporations;524.0;5.77;272.0;3.0;252.0
31102011_Dollar_Individuals;31/10/2011;Dollar;Individuals;3645.0;40.17;4070.0;44.85;-425.0
31102011_Dollar_Total;31/10/2011;Dollar;Total;9074.0;100.0;9074.0;100.0;0.0
01112011_Dollar_Financial Institutions;01/11/2011;Dollar;Financial Institutions;28.0;0.74;963.0;25.46;-935.0
01112011_Dollar_Banks;01/11/2011;Dollar;Banks;0.0;0.0;646.0;17.08;-646.0
01112011_Dollar_Brokers & Dealers;01/11/2011;Dollar;Brokers & Dealers;28.0;0.74;311.0;8.22;-283.0
01112011_Dollar_Other;01/11/2011;Dollar;Other;0.0;0.0;6.0;0.16;-6.0
01112011_Dollar_Institutional Investors;01/11/2011;Dollar;Institutional Investors;625.0;16.52;846.0;22.36;-221.0
01112011_Dollar_Domestic;01/11/2011;Dollar;Domestic;625.0;16.52;846.0;22.36;-221.0
01112011_Dollar_Nonresident Investors;01/11/2011;Dollar;Nonresident Investors;1354.0;35.79;154.0;4.07;1200.0
01112011_Dollar_Nonresident investors - RES.2689;01/11/2011;Dollar;Nonresident investors - RES.2689;1354.0;35.79;154.0;4.07;1200.0
01112011_Dollar_Corporations;01/11/2011;Dollar;Corporations;397.0;10.49;192.0;5.08;205.0
01112011_Dollar_Individuals;01/11/2011;Dollar;Individuals;1379.0;36.45;1628.0;43.03;-249.0
01112011_Dollar_Total;01/11/2011;Dollar;Total;3783.0;100.0;3783.0;100.0;0.0
03112011_Dollar_Financial Institutions;03/11/2011;Dollar;Financial Institutions;25.0;0.6;1099.0;26.21;-1074.0
03112011_Dollar_Banks;03/11/2011;Dollar;Banks;0.0;0.0;678.0;16.17;-678.0
03112011_Dollar_Brokers & Dealers;03/11/2011;Dollar;Brokers & Dealers;25.0;0.6;415.0;9.9;-390.0
03112011_Dollar_Other;03/11/2011;Dollar;Other;0.0;0.0;6.0;0.14;-6.0
03112011_Dollar_Institutional Investors;03/11/2011;Dollar;Institutional Investors;595.0;14.19;1765.0;42.09;-1170.0
03112011_Dollar_Domestic;03/11/2011;Dollar;Domestic;595.0;14.19;1765.0;42.09;-1170.0
03112011_Dollar_Nonresident Investors;03/11/2011;Dollar;Nonresident Investors;1389.0;33.13;45.0;1.07;1344.0
03112011_Dollar_Nonresident investors - RES.2689;03/11/2011;Dollar;Nonresident investors - RES.2689;1389.0;33.13;45.0;1.07;1344.0
03112011_Dollar_Corporations;03/11/2011;Dollar;Corporations;163.0;3.89;212.0;5.06;-49.0
03112011_Dollar_Individuals;03/11/2011;Dollar;Individuals;2021.0;48.2;1072.0;25.57;949.0
03112011_Dollar_Total;03/11/2011;Dollar;Total;4193.0;100.0;4193.0;100.0;0.0
04112011_Dollar_Financial Institutions;04/11/2011;Dollar;Financial Institutions;25.0;0.62;776.0;19.29;-751.0
04112011_Dollar_Banks;04/11/2011;Dollar;Banks;0.0;0.0;579.0;14.39;-579.0
04112011_Dollar_Brokers & Dealers;04/11/2011;Dollar;Brokers & Dealers;25.0;0.62;191.0;4.75;-166.0
04112011_Dollar_Other;04/11/2011;Dollar;Other;0.0;0.0;6.0;0.15;-6.0
04112011_Dollar_Institutional Investors;04/11/2011;Dollar;Institutional Investors;685.0;17.03;1655.0;41.14;-970.0
04112011_Dollar_Domestic;04/11/2011;Dollar;Domestic;685.0;17.03;1655.0;41.14;-970.0
04112011_Dollar_Nonresident Investors;04/11/2011;Dollar;Nonresident Investors;1464.0;36.39;70.0;1.74;1394.0
04112011_Dollar_Nonresident investors - RES.2689;04/11/2011;Dollar;Nonresident investors - RES.2689;1464.0;36.39;70.0;1.74;1394.0
04112011_Dollar_Corporations;04/11/2011;Dollar;Corporations;175.0;4.35;231.0;5.74;-56.0
04112011_Dollar_Individuals;04/11/2011;Dollar;Individuals;1674.0;41.61;1291.0;32.09;383.0
04112011_Dollar_Total;04/11/2011;Dollar;Total;4023.0;100.0;4023.0;100.0;0.0
07112011_Dollar_Financial Institutions;07/11/2011;Dollar;Financial Institutions;7.0;0.17;929.0;22.18;-922.0
07112011_Dollar_Banks;07/11/2011;Dollar;Banks;0.0;0.0;672.0;16.05;-672.0
07112011_Dollar_Brokers & Dealers;07/11/2011;Dollar;Brokers & Dealers;7.0;0.17;251.0;5.99;-244.0
07112011_Dollar_Other;07/11/2011;Dollar;Other;0.0;0.0;6.0;0.14;-6.0
07112011_Dollar_Institutional Investors;07/11/2011;Dollar;Institutional Investors;661.0;15.78;1645.0;39.28;-984.0
07112011_Dollar_Domestic;07/11/2011;Dollar;Domestic;661.0;15.78;1645.0;39.28;-984.0
07112011_Dollar_Nonresident Investors;07/11/2011;Dollar;Nonresident Investors;1645.0;39.28;98.0;2.34;1547.0
07112011_Dollar_Nonresident investors - RES.2689;07/11/2011;Dollar;Nonresident investors - RES.2689;1645.0;39.28;98.0;2.34;1547.0
07112011_Dollar_Corporations;07/11/2011;Dollar;Corporations;170.0;4.06;240.0;5.73;-70.0
07112011_Dollar_Individuals;07/11/2011;Dollar;Individuals;1705.0;40.71;1276.0;30.47;429.0
07112011_Dollar_Total;07/11/2011;Dollar;Total;4188.0;100.0;4188.0;100.0;0.0
08112011_Dollar_Financial Institutions;08/11/2011;Dollar;Financial Institutions;7.0;0.17;970.0;23.5;-963.0
08112011_Dollar_Banks;08/11/2011;Dollar;Banks;0.0;0.0;724.0;17.54;-724.0
08112011_Dollar_Brokers & Dealers;08/11/2011;Dollar;Brokers & Dealers;7.0;0.17;240.0;5.81;-233.0
08112011_Dollar_Other;08/11/2011;Dollar;Other;0.0;0.0;6.0;0.15;-6.0
08112011_Dollar_Institutional Investors;08/11/2011;Dollar;Institutional Investors;635.0;15.38;1596.0;38.66;-961.0
08112011_Dollar_Domestic;08/11/2011;Dollar;Domestic;635.0;15.38;1596.0;38.66;-961.0
08112011_Dollar_Nonresident Investors;08/11/2011;Dollar;Nonresident Investors;1564.0;37.89;145.0;3.51;1419.0
08112011_Dollar_Nonresident investors - RES.2689;08/11/2011;Dollar;Nonresident investors - RES.2689;1564.0;37.89;145.0;3.51;1419.0
08112011_Dollar_Corporations;08/11/2011;Dollar;Corporations;177.0;4.29;218.0;5.28;-41.0
08112011_Dollar_Individuals;08/11/2011;Dollar;Individuals;1745.0;42.27;1199.0;29.05;546.0
08112011_Dollar_Total;08/11/2011;Dollar;Total;4128.0;100.0;4128.0;100.0;0.0
09112011_Dollar_Financial Institutions;09/11/2011;Dollar;Financial Institutions;0.0;0.0;881.0;12.79;-881.0
09112011_Dollar_Banks;09/11/2011;Dollar;Banks;0.0;0.0;734.0;10.65;-734.0
09112011_Dollar_Brokers & Dealers;09/11/2011;Dollar;Brokers & Dealers;0.0;0.0;141.0;2.05;-141.0
09112011_Dollar_Other;09/11/2011;Dollar;Other;0.0;0.0;6.0;0.09;-6.0
09112011_Dollar_Institutional Investors;09/11/2011;Dollar;Institutional Investors;771.0;11.19;2023.0;29.36;-1252.0
09112011_Dollar_Domestic;09/11/2011;Dollar;Domestic;771.0;11.19;2023.0;29.36;-1252.0
09112011_Dollar_Nonresident Investors;09/11/2011;Dollar;Nonresident Investors;3071.0;44.57;77.0;1.12;2994.0
09112011_Dollar_Nonresident investors - RES.2689;09/11/2011;Dollar;Nonresident investors - RES.2689;3071.0;44.57;77.0;1.12;2994.0
09112011_Dollar_Corporations;09/11/2011;Dollar;Corporations;178.0;2.58;233.0;3.38;-55.0
09112011_Dollar_Individuals;09/11/2011;Dollar;Individuals;2870.0;41.65;3676.0;53.35;-806.0
09112011_Dollar_Total;09/11/2011;Dollar;Total;6890.0;100.0;6890.0;100.0;0.0
10112011_Dollar_Financial Institutions;10/11/2011;Dollar;Financial Institutions;165.0;2.5;463.0;7.03;-298.0
10112011_Dollar_Banks;10/11/2011;Dollar;Banks;0.0;0.0;437.0;6.63;-437.0
10112011_Dollar_Brokers & Dealers;10/11/2011;Dollar;Brokers & Dealers;165.0;2.5;20.0;0.3;145.0
10112011_Dollar_Other;10/11/2011;Dollar;Other;0.0;0.0;6.0;0.09;-6.0
10112011_Dollar_Institutional Investors;10/11/2011;Dollar;Institutional Investors;657.0;9.97;2126.0;32.27;-1469.0
10112011_Dollar_Domestic;10/11/2011;Dollar;Domestic;657.0;9.97;2126.0;32.27;-1469.0
10112011_Dollar_Nonresident Investors;10/11/2011;Dollar;Nonresident Investors;2769.0;42.03;92.0;1.4;2677.0
10112011_Dollar_Nonresident investors - RES.2689;10/11/2011;Dollar;Nonresident investors - RES.2689;2769.0;42.03;92.0;1.4;2677.0
10112011_Dollar_Corporations;10/11/2011;Dollar;Corporations;189.0;2.87;417.0;6.33;-228.0
10112011_Dollar_Individuals;10/11/2011;Dollar;Individuals;2808.0;42.62;3490.0;52.98;-682.0
10112011_Dollar_Total;10/11/2011;Dollar;Total;6588.0;100.0;6588.0;100.0;0.0
11112011_Dollar_Financial Institutions;11/11/2011;Dollar;Financial Institutions;140.0;2.09;562.0;8.38;-422.0
11112011_Dollar_Banks;11/11/2011;Dollar;Banks;0.0;0.0;534.0;7.96;-534.0
11112011_Dollar_Brokers & Dealers;11/11/2011;Dollar;Brokers & Dealers;140.0;2.09;28.0;0.42;112.0
11112011_Dollar_Institutional Investors;11/11/2011;Dollar;Institutional Investors;670.0;9.99;2005.0;29.89;-1335.0
11112011_Dollar_Domestic;11/11/2011;Dollar;Domestic;670.0;9.99;2005.0;29.89;-1335.0
11112011_Dollar_Nonresident Investors;11/11/2011;Dollar;Nonresident Investors;2836.0;42.27;93.0;1.39;2743.0
11112011_Dollar_Nonresident investors - RES.2689;11/11/2011;Dollar;Nonresident investors - RES.2689;2836.0;42.27;93.0;1.39;2743.0
11112011_Dollar_Corporations;11/11/2011;Dollar;Corporations;199.0;2.97;578.0;8.62;-379.0
11112011_Dollar_Individuals;11/11/2011;Dollar;Individuals;2864.0;42.69;3471.0;51.74;-607.0
11112011_Dollar_Total;11/11/2011;Dollar;Total;6709.0;100.0;6709.0;100.0;0.0
14112011_Dollar_Financial Institutions;14/11/2011;Dollar;Financial Institutions;136.0;2.03;680.0;10.13;-544.0
14112011_Dollar_Banks;14/11/2011;Dollar;Banks;0.0;0.0;654.0;9.74;-654.0
14112011_Dollar_Brokers & Dealers;14/11/2011;Dollar;Brokers & Dealers;136.0;2.03;26.0;0.39;110.0
14112011_Dollar_Institutional Investors;14/11/2011;Dollar;Institutional Investors;593.0;8.83;1766.0;26.3;-1173.0
14112011_Dollar_Domestic;14/11/2011;Dollar;Domestic;593.0;8.83;1766.0;26.3;-1173.0
14112011_Dollar_Nonresident Investors;14/11/2011;Dollar;Nonresident Investors;2766.0;41.19;98.0;1.46;2668.0
14112011_Dollar_Nonresident investors - RES.2689;14/11/2011;Dollar;Nonresident investors - RES.2689;2766.0;41.19;98.0;1.46;2668.0
14112011_Dollar_Corporations;14/11/2011;Dollar;Corporations;191.0;2.84;722.0;10.75;-531.0
14112011_Dollar_Individuals;14/11/2011;Dollar;Individuals;3029.0;45.11;3449.0;51.36;-420.0
14112011_Dollar_Total;14/11/2011;Dollar;Total;6715.0;100.0;6715.0;100.0;0.0
16112011_Dollar_Financial Institutions;16/11/2011;Dollar;Financial Institutions;30.0;0.36;646.0;7.7;-616.0
16112011_Dollar_Banks;16/11/2011;Dollar;Banks;0.0;0.0;543.0;6.47;-543.0
16112011_Dollar_Brokers & Dealers;16/11/2011;Dollar;Brokers & Dealers;14.0;0.17;103.0;1.23;-89.0
16112011_Dollar_Other;16/11/2011;Dollar;Other;16.0;0.19;0.0;0.0;16.0
16112011_Dollar_Institutional Investors;16/11/2011;Dollar;Institutional Investors;620.0;7.39;1747.0;20.81;-1127.0
16112011_Dollar_Domestic;16/11/2011;Dollar;Domestic;620.0;7.39;1747.0;20.81;-1127.0
16112011_Dollar_Nonresident Investors;16/11/2011;Dollar;Nonresident Investors;3094.0;36.86;180.0;2.14;2914.0
16112011_Dollar_Nonresident investors - RES.2689;16/11/2011;Dollar;Nonresident investors - RES.2689;3094.0;36.86;180.0;2.14;2914.0
16112011_Dollar_Corporations;16/11/2011;Dollar;Corporations;223.0;2.66;871.0;10.38;-648.0
16112011_Dollar_Individuals;16/11/2011;Dollar;Individuals;4427.0;52.74;4950.0;58.97;-523.0
16112011_Dollar_Total;16/11/2011;Dollar;Total;8394.0;100.0;8394.0;100.0;0.0
17112011_Dollar_Financial Institutions;17/11/2011;Dollar;Financial Institutions;76.0;0.95;321.0;4.03;-245.0
17112011_Dollar_Banks;17/11/2011;Dollar;Banks;0.0;0.0;295.0;3.7;-295.0
17112011_Dollar_Brokers & Dealers;17/11/2011;Dollar;Brokers & Dealers;56.0;0.7;26.0;0.33;30.0
17112011_Dollar_Other;17/11/2011;Dollar;Other;20.0;0.25;0.0;0.0;20.0
17112011_Dollar_Institutional Investors;17/11/2011;Dollar;Institutional Investors;739.0;9.27;1857.0;23.29;-1118.0
17112011_Dollar_Domestic;17/11/2011;Dollar;Domestic;739.0;9.27;1857.0;23.29;-1118.0
17112011_Dollar_Nonresident Investors;17/11/2011;Dollar;Nonresident Investors;3140.0;39.37;280.0;3.51;2860.0
17112011_Dollar_Nonresident investors - RES.2689;17/11/2011;Dollar;Nonresident investors - RES.2689;3140.0;39.37;280.0;3.51;2860.0
17112011_Dollar_Corporations;17/11/2011;Dollar;Corporations;216.0;2.71;958.0;12.01;-742.0
17112011_Dollar_Individuals;17/11/2011;Dollar;Individuals;3804.0;47.7;4559.0;57.17;-755.0
17112011_Dollar_Total;17/11/2011;Dollar;Total;7975.0;100.0;7975.0;100.0;0.0
18112011_Dollar_Financial Institutions;18/11/2011;Dollar;Financial Institutions;234.0;2.74;268.0;3.13;-34.0
18112011_Dollar_Banks;18/11/2011;Dollar;Banks;0.0;0.0;243.0;2.84;-243.0
18112011_Dollar_Brokers & Dealers;18/11/2011;Dollar;Brokers & Dealers;218.0;2.55;25.0;0.29;193.0
18112011_Dollar_Other;18/11/2011;Dollar;Other;16.0;0.19;0.0;0.0;16.0
18112011_Dollar_Institutional Investors;18/11/2011;Dollar;Institutional Investors;996.0;11.65;1765.0;20.65;-769.0
18112011_Dollar_Domestic;18/11/2011;Dollar;Domestic;996.0;11.65;1765.0;20.65;-769.0
18112011_Dollar_Nonresident Investors;18/11/2011;Dollar;Nonresident Investors;3195.0;37.37;281.0;3.29;2914.0
18112011_Dollar_Nonresident investors - RES.2689;18/11/2011;Dollar;Nonresident investors - RES.2689;3195.0;37.37;281.0;3.29;2914.0
18112011_Dollar_Corporations;18/11/2011;Dollar;Corporations;213.0;2.49;1227.0;14.35;-1014.0
18112011_Dollar_Individuals;18/11/2011;Dollar;Individuals;3911.0;45.75;5008.0;58.58;-1097.0
18112011_Dollar_Total;18/11/2011;Dollar;Total;8549.0;100.0;8549.0;100.0;0.0
21112011_Dollar_Financial Institutions;21/11/2011;Dollar;Financial Institutions;309.0;3.64;238.0;2.8;71.0
21112011_Dollar_Banks;21/11/2011;Dollar;Banks;0.0;0.0;214.0;2.52;-214.0
21112011_Dollar_Brokers & Dealers;21/11/2011;Dollar;Brokers & Dealers;293.0;3.45;24.0;0.28;269.0
21112011_Dollar_Other;21/11/2011;Dollar;Other;16.0;0.19;0.0;0.0;16.0
21112011_Dollar_Institutional Investors;21/11/2011;Dollar;Institutional Investors;838.0;9.86;1795.0;21.13;-957.0
21112011_Dollar_Domestic;21/11/2011;Dollar;Domestic;838.0;9.86;1795.0;21.13;-957.0
21112011_Dollar_Nonresident Investors;21/11/2011;Dollar;Nonresident Investors;3297.0;38.81;267.0;3.14;3030.0
21112011_Dollar_Nonresident investors - RES.2689;21/11/2011;Dollar;Nonresident investors - RES.2689;3297.0;38.81;267.0;3.14;3030.0
21112011_Dollar_Corporations;21/11/2011;Dollar;Corporations;212.0;2.5;1373.0;16.16;-1161.0
21112011_Dollar_Individuals;21/11/2011;Dollar;Individuals;3840.0;45.2;4823.0;56.77;-983.0
21112011_Dollar_Total;21/11/2011;Dollar;Total;8496.0;100.0;8496.0;100.0;0.0
22112011_Dollar_Financial Institutions;22/11/2011;Dollar;Financial Institutions;220.0;2.58;275.0;3.23;-55.0
22112011_Dollar_Banks;22/11/2011;Dollar;Banks;0.0;0.0;248.0;2.91;-248.0
22112011_Dollar_Brokers & Dealers;22/11/2011;Dollar;Brokers & Dealers;204.0;2.39;27.0;0.32;177.0
22112011_Dollar_Other;22/11/2011;Dollar;Other;16.0;0.19;0.0;0.0;16.0
22112011_Dollar_Institutional Investors;22/11/2011;Dollar;Institutional Investors;794.0;9.31;1811.0;21.24;-1017.0
22112011_Dollar_Domestic;22/11/2011;Dollar;Domestic;794.0;9.31;1811.0;21.24;-1017.0
22112011_Dollar_Nonresident Investors;22/11/2011;Dollar;Nonresident Investors;3520.0;41.29;276.0;3.24;3244.0
22112011_Dollar_Nonresident investors - RES.2689;22/11/2011;Dollar;Nonresident investors - RES.2689;3520.0;41.29;276.0;3.24;3244.0
22112011_Dollar_Corporations;22/11/2011;Dollar;Corporations;218.0;2.56;1504.0;17.64;-1286.0
22112011_Dollar_Individuals;22/11/2011;Dollar;Individuals;3774.0;44.26;4660.0;54.66;-886.0
22112011_Dollar_Total;22/11/2011;Dollar;Total;8526.0;100.0;8526.0;100.0;0.0
23112011_Dollar_Financial Institutions;23/11/2011;Dollar;Financial Institutions;120.0;1.24;296.0;3.07;-176.0
23112011_Dollar_Banks;23/11/2011;Dollar;Banks;0.0;0.0;269.0;2.79;-269.0
23112011_Dollar_Brokers & Dealers;23/11/2011;Dollar;Brokers & Dealers;107.0;1.11;27.0;0.28;80.0
23112011_Dollar_Other;23/11/2011;Dollar;Other;13.0;0.13;0.0;0.0;13.0
23112011_Dollar_Institutional Investors;23/11/2011;Dollar;Institutional Investors;823.0;8.53;2028.0;21.03;-1205.0
23112011_Dollar_Domestic;23/11/2011;Dollar;Domestic;823.0;8.53;2028.0;21.03;-1205.0
23112011_Dollar_Nonresident Investors;23/11/2011;Dollar;Nonresident Investors;4116.0;42.68;534.0;5.54;3582.0
23112011_Dollar_Nonresident investors - RES.2689;23/11/2011;Dollar;Nonresident investors - RES.2689;4116.0;42.68;534.0;5.54;3582.0
23112011_Dollar_Corporations;23/11/2011;Dollar;Corporations;218.0;2.26;1684.0;17.46;-1466.0
23112011_Dollar_Individuals;23/11/2011;Dollar;Individuals;4367.0;45.28;5102.0;52.9;-735.0
23112011_Dollar_Total;23/11/2011;Dollar;Total;9644.0;100.0;9644.0;100.0;0.0
24112011_Dollar_Financial Institutions;24/11/2011;Dollar;Financial Institutions;120.0;1.22;277.0;2.82;-157.0
24112011_Dollar_Banks;24/11/2011;Dollar;Banks;0.0;0.0;250.0;2.54;-250.0
24112011_Dollar_Brokers & Dealers;24/11/2011;Dollar;Brokers & Dealers;107.0;1.09;27.0;0.27;80.0
24112011_Dollar_Other;24/11/2011;Dollar;Other;13.0;0.13;0.0;0.0;13.0
24112011_Dollar_Institutional Investors;24/11/2011;Dollar;Institutional Investors;790.0;8.04;2163.0;22.01;-1373.0
24112011_Dollar_Domestic;24/11/2011;Dollar;Domestic;790.0;8.04;2163.0;22.01;-1373.0
24112011_Dollar_Nonresident Investors;24/11/2011;Dollar;Nonresident Investors;3991.0;40.62;539.0;5.49;3452.0
24112011_Dollar_Nonresident investors - RES.2689;24/11/2011;Dollar;Nonresident investors - RES.2689;3991.0;40.62;539.0;5.49;3452.0
24112011_Dollar_Corporations;24/11/2011;Dollar;Corporations;225.0;2.29;1776.0;18.07;-1551.0
24112011_Dollar_Individuals;24/11/2011;Dollar;Individuals;4700.0;47.83;5071.0;51.61;-371.0
24112011_Dollar_Total;24/11/2011;Dollar;Total;9826.0;100.0;9826.0;100.0;0.0
25112011_Dollar_Financial Institutions;25/11/2011;Dollar;Financial Institutions;106.0;1.1;469.0;4.86;-363.0
25112011_Dollar_Banks;25/11/2011;Dollar;Banks;0.0;0.0;424.0;4.39;-424.0
25112011_Dollar_Brokers & Dealers;25/11/2011;Dollar;Brokers & Dealers;93.0;0.96;45.0;0.47;48.0
25112011_Dollar_Other;25/11/2011;Dollar;Other;13.0;0.13;0.0;0.0;13.0
25112011_Dollar_Institutional Investors;25/11/2011;Dollar;Institutional Investors;814.0;8.43;1950.0;20.2;-1136.0
25112011_Dollar_Domestic;25/11/2011;Dollar;Domestic;814.0;8.43;1950.0;20.2;-1136.0
25112011_Dollar_Nonresident Investors;25/11/2011;Dollar;Nonresident Investors;3961.0;41.03;537.0;5.56;3424.0
25112011_Dollar_Nonresident investors - RES.2689;25/11/2011;Dollar;Nonresident investors - RES.2689;3961.0;41.03;537.0;5.56;3424.0
25112011_Dollar_Corporations;25/11/2011;Dollar;Corporations;221.0;2.29;1835.0;19.01;-1614.0
25112011_Dollar_Individuals;25/11/2011;Dollar;Individuals;4552.0;47.15;4863.0;50.37;-311.0
25112011_Dollar_Total;25/11/2011;Dollar;Total;9654.0;100.0;9654.0;100.0;0.0
28112011_Dollar_Financial Institutions;28/11/2011;Dollar;Financial Institutions;155.0;1.59;636.0;6.52;-481.0
28112011_Dollar_Banks;28/11/2011;Dollar;Banks;0.0;0.0;584.0;5.98;-584.0
28112011_Dollar_Brokers & Dealers;28/11/2011;Dollar;Brokers & Dealers;142.0;1.46;52.0;0.53;90.0
28112011_Dollar_Other;28/11/2011;Dollar;Other;13.0;0.13;0.0;0.0;13.0
28112011_Dollar_Institutional Investors;28/11/2011;Dollar;Institutional Investors;866.0;8.87;2051.0;21.02;-1185.0
28112011_Dollar_Domestic;28/11/2011;Dollar;Domestic;866.0;8.87;2051.0;21.02;-1185.0
28112011_Dollar_Nonresident Investors;28/11/2011;Dollar;Nonresident Investors;3908.0;40.05;522.0;5.35;3386.0
28112011_Dollar_Nonresident investors - RES.2689;28/11/2011;Dollar;Nonresident investors - RES.2689;3908.0;40.05;522.0;5.35;3386.0
28112011_Dollar_Corporations;28/11/2011;Dollar;Corporations;217.0;2.22;1821.0;18.66;-1604.0
28112011_Dollar_Individuals;28/11/2011;Dollar;Individuals;4613.0;47.27;4729.0;48.46;-116.0
28112011_Dollar_Total;28/11/2011;Dollar;Total;9759.0;100.0;9759.0;100.0;0.0
29112011_Dollar_Financial Institutions;29/11/2011;Dollar;Financial Institutions;66.0;0.64;829.0;8.1;-763.0
29112011_Dollar_Banks;29/11/2011;Dollar;Banks;0.0;0.0;776.0;7.58;-776.0
29112011_Dollar_Brokers & Dealers;29/11/2011;Dollar;Brokers & Dealers;53.0;0.52;53.0;0.52;0.0
29112011_Dollar_Other;29/11/2011;Dollar;Other;13.0;0.13;0.0;0.0;13.0
29112011_Dollar_Institutional Investors;29/11/2011;Dollar;Institutional Investors;973.0;9.5;2340.0;22.86;-1367.0
29112011_Dollar_Domestic;29/11/2011;Dollar;Domestic;973.0;9.5;2340.0;22.86;-1367.0
29112011_Dollar_Nonresident Investors;29/11/2011;Dollar;Nonresident Investors;4233.0;41.35;524.0;5.12;3709.0
29112011_Dollar_Nonresident investors - RES.2689;29/11/2011;Dollar;Nonresident investors - RES.2689;4233.0;41.35;524.0;5.12;3709.0
29112011_Dollar_Corporations;29/11/2011;Dollar;Corporations;203.0;1.98;1843.0;18.0;-1640.0
29112011_Dollar_Individuals;29/11/2011;Dollar;Individuals;4763.0;46.52;4702.0;45.93;61.0
29112011_Dollar_Total;29/11/2011;Dollar;Total;10238.0;100.0;10238.0;100.0;0.0
30112011_Dollar_Financial Institutions;30/11/2011;Dollar;Financial Institutions;77.0;0.7;850.0;7.76;-773.0
30112011_Dollar_Banks;30/11/2011;Dollar;Banks;12.0;0.11;739.0;6.75;-727.0
30112011_Dollar_Brokers & Dealers;30/11/2011;Dollar;Brokers & Dealers;52.0;0.47;111.0;1.01;-59.0
30112011_Dollar_Other;30/11/2011;Dollar;Other;13.0;0.12;0.0;0.0;13.0
30112011_Dollar_Institutional Investors;30/11/2011;Dollar;Institutional Investors;1209.0;11.04;2417.0;22.07;-1208.0
30112011_Dollar_Domestic;30/11/2011;Dollar;Domestic;1209.0;11.04;2417.0;22.07;-1208.0
30112011_Dollar_Nonresident Investors;30/11/2011;Dollar;Nonresident Investors;4206.0;38.41;930.0;8.49;3276.0
30112011_Dollar_Nonresident investors - RES.2689;30/11/2011;Dollar;Nonresident investors - RES.2689;4206.0;38.41;930.0;8.49;3276.0
